WKT,OBJECTID,LENGTH
"MULTILINESTRING ((764657.906722532 90628.1508089281,764637.991947215 90596.6104419621))","1752",
"MULTILINESTRING ((732760.909355047 74886.2773144058,732754.338762139 74889.5926101943,732752.44306376 74896.2280026095,732749.769566524 74899.2131990598,732746.983069116 74906.1800910372,732743.640072388 74912.3724838412,732766.456845456 74931.6274639486,732775.368236184 74922.4511749088,732790.623219338 74919.8032790205,733089.256468851 75144.6807491665,733105.062650438 75154.7526390565,733163.717280987 75207.0940847548,733176.852365758 75214.5102774243,733164.817177432 75238.0638501022,733126.846819369 75244.462440075,733126.948317561 75267.0258147762,733129.276313205 75290.3643887756,733204.43082901 75293.6045907885,733208.081920907 75347.1388310217,733210.746216575 75365.1686110007,733231.081967746 75711.9231236296,733231.081067589 75714.0246212718,733215.380684944 75716.4510173663,733217.602181529 75728.8397036383,733232.181164073 75744.3307873639,733233.404362441 75747.8706834867,733233.849861953 75747.7601836437))","1753",
"MULTILINESTRING ((764927.30079951 95358.2569131287,764945.687181815 95330.8306450907,764945.351782276 95329.828946165))","1762",
"MULTILINESTRING ((771059.996046564 82028.2331289486,771047.619457442 82059.865693168))","1781",
"MULTILINESTRING ((775515.340994998 77023.9585847564,775525.139883864 77029.4996794886,775611.288582023 77126.6823801094,775624.426166744 77138.4106683416,775632.319656082 77163.6380413668,775660.004318196 77258.1378401717,775632.935646718 77270.2900246609,775631.032847592 77285.0058083961,775607.382966941 77363.8808201169,775583.834185963 77445.3987289486,775573.340692925 77500.2723680155,775567.318197834 77520.5127453634,775545.808919634 77540.7448214557,775560.037600131 77589.5482691868,775564.047795154 77596.9596614))","1789",
"MULTILINESTRING ((771901.57495269 85241.1062722667,771906.683144891 85266.7757445195,771924.727625613 85261.4757518948,771938.73310628 85308.0597019496,771946.397494901 85342.8023644591,771977.177951016 85461.306436988,771989.646836749 85468.615330039,771990.868534914 85474.3688238267,771941.986772911 85653.3425230708,771934.176279223 85679.1150940942,771922.308582797 85787.859073649,771922.307182588 85790.2929709761,771909.273996346 85796.0382635402))","1805",
"MULTILINESTRING ((773107.053857211 83815.752240225,773114.955047773 83825.159530578,773123.181637784 83836.8853184158,773114.273347062 83842.193811832))","1806",
"MULTILINESTRING ((772910.342351042 84062.8982522285,772917.927343538 84053.7221629473,772920.265741692 84045.4240722528,772926.946333936 84050.7413669889,772932.956027076 84054.1758637359,772948.215810019 84058.6077601765,772948.326909757 84060.2677583649,772945.535112713 84061.3696569168))","1816",
"MULTILINESTRING ((763935.462865675 96710.0280291008,763920.673384014 96687.6811524168))","1826",
"MULTILINESTRING ((774730.923237252 80820.6031616226,774728.128438691 80839.8518402966))","1830",
"MULTILINESTRING ((730940.917415492 77196.6591837007,730942.150914405 77192.7938881347,730946.496210538 77179.742803125))","1835",
"MULTILINESTRING ((775126.733253502 82621.387321794,775108.919273908 82609.9805327803,775087.988797895 82596.4762458001,775061.272828554 82578.7586629463,775011.617185073 82551.2912888303,775014.852882426 82540.8978004939,774969.316234798 82509.3340312193,774957.184748627 82502.3630378302,774893.943820913 82463.8252746981,774880.920536387 82448.9899898505,774869.78954937 82439.135599707,774858.329462356 82433.4910049208,774799.658730499 82384.9963530944,774756.907478961 82363.7367727717,774681.623861489 82359.4845710555))","1845",
"MULTILINESTRING ((763038.425073494 89829.9200469206,763045.127469024 89796.951083918,763020.19949832 89775.5912053129,763036.636791489 89647.714747973,763038.421789876 89643.7379525234,763053.529883933 89522.2772879772,763054.758683492 89511.8833995635,763052.01369202 89449.1535685923))","1848",
"MULTILINESTRING ((734309.857155742 74478.1495878799,734310.977354533 74477.5938885861,734309.194256439 74478.705687207,734301.504065007 74478.9247863865,734300.169666521 74478.5903866619,734298.835068005 74478.701186437,734298.274668555 74479.6928852837))","1849",
"MULTILINESTRING ((769113.734417134 86249.5578232179,769112.959017878 86250.7813218055,769113.285517484 86251.2173213542,769112.733817946 86252.8769194803,769097.128233883 86266.2579034123))","1850",
"MULTILINESTRING ((734609.346182857 76316.8762497015,734614.357877473 76314.1133531799,734611.684680288 76316.3242504981,734607.118885269 76317.8706484174,734601.883890775 76322.2925430648,734600.880591693 76324.9466400139,734594.755498313 76327.8197363283,734553.472248683 76271.3925964348,734523.657586275 76214.6387577828,734520.09929106 76203.9084695386))","1871",
"MULTILINESTRING ((777889.012967387 81137.4435800502,777907.823745534 81153.5990639662,777915.398337869 81146.638972219,777920.301632884 81142.4315772325))","1874",
"MULTILINESTRING ((753141.094544037 102447.616858242,753141.096544034 102447.618858241),(753141.094544038 102447.61885824,753141.096544035 102447.616858243),(753141.101344034 102447.552458314,753141.103344034 102447.554458312),(753141.101344035 102447.554458312,753141.103344032 102447.552458313),(753141.764842241 102458.69114599,753141.624342403 102458.624946049,753141.617242473 102457.98514676,753143.435040457 102458.022446891),(753143.435040457 102458.022446891,753143.175141741 102447.512658556,753141.103044011 102447.780758059,753141.102344035 102447.553458313,753141.095544035 102447.617858241,753140.864044292 102447.602058236),(753143.435040457 102458.022446891,753143.608039907 102461.795642711,753147.724935357 102461.69794321),(753148.415435562 102451.458754664,753148.459335513 102451.468454657,753148.611435344 102451.494354642,753148.396135561 102451.711354381),(753148.400135555 102451.707354384,753148.027235978 102451.616554452,753147.994436013 102451.635154428,753148.191635056 102459.406445803,753147.727435533 102459.812045308,753147.786335455 102459.946945163,753147.761635442 102460.357244704,753147.724635473 102460.480344564,753147.724935357 102461.69794321),(753147.724935357 102461.69794321,753147.894135106 102462.343142508,753150.296932473 102462.068643042))","1880",
"MULTILINESTRING ((753141.249243008 102456.663048196,753141.299742581 102460.554443872))","1881",
"MULTILINESTRING ((773445.558795206 84889.8426908581,773418.730023446 84902.3310748449,773396.277246763 84916.4286574439,773340.460805523 84942.265024289,773260.77358922 84981.4415744377,773265.694882805 84993.5065616237,773254.582394523 84998.427755266,773249.502400909 84988.7440654539,773184.936668899 85018.4814272585,773141.134914992 85039.0727008878,773115.798039242 85078.9571549389,773120.5747322 85100.0840321682,773159.133276983 85251.6750691529,773113.191519393 85341.9221661538,773089.894441024 85386.2712154746,773084.877345853 85393.7981067802,773075.818250909 85449.8764444587,773072.568451465 85484.5097061712,773069.214051859 85522.3419643657,772918.796306773 85632.0019310026,772900.64162543 85645.7064143893,772891.146031281 85698.0289561413,772887.903532914 85720.0506316909,772886.228234107 85727.4588234152,772884.774734697 85738.9658106606,772883.098935794 85747.4776011726,772880.407136856 85769.1658771359))","1889",
"MULTILINESTRING ((773984.230137924 84527.7233344236,773978.208844462 84528.1650334212,773967.519956053 84529.1511314207,773913.289714792 84534.8774204786,773884.714645595 84539.6399127974,773827.300007523 84548.7668978516,773828.626204781 84563.8179814577,773816.610817855 84564.4049797805,773814.547121363 84549.7998956209,773765.446974389 84556.8808836339,773755.075285286 84561.9079772282,773750.471589721 84568.8400692287,773675.799461719 84680.1338407304,773657.225679442 84709.9788063932,773634.04820173 84745.2213657411,773568.484368259 84804.4351951408,773577.37435778 84813.3251861529,773567.690567582 84822.3738753938,773559.209677679 84812.7169852571,773520.859316641 84846.8214445402,773488.762850348 84862.5920244754,773470.852969251 84870.3164144591,773443.214998319 84883.4363976836,773443.389197585 84889.7368907866,773434.304207238 84892.9454864832))","1890",
"MULTILINESTRING ((721390.126157531 71334.6341803023,721391.79485535 71338.945375556,721351.814698268 71367.3613406401))","1891",
"MULTILINESTRING ((773306.132835564 81503.42029362,773308.02653357 81502.5362947486,773311.47972992 81501.099996614,773312.481928806 81501.3217964541,773315.489725641 81499.8852982828,773317.049223994 81499.2222991394,773334.315705793 81491.3769091937,773418.184915474 81476.0452330522,773435.562996804 81472.3621385503,773425.839613747 81397.0087203703,773432.388013421 81315.6585101338,773432.705513492 81310.6976156018,773431.486715266 81305.412121295,773432.353214329 81305.2996214913,773428.589519634 81291.0452368083,773428.697119665 81289.2583387761,773412.742740333 81250.5947798397,773399.741057021 81220.9074113065,773332.930832883 81186.3840435699,773345.685720405 81169.0471636498))","1899",
"MULTILINESTRING ((777988.980484919 80823.6225317051,777989.095086598 80802.1546551953,777968.602308587 80806.1307491227,777948.557430067 80810.3204428546,777939.858638372 80824.2535268841,777876.261906772 80834.6230101937,777864.345320396 80826.984317546,777858.216426318 80835.9390072362))","1901",
"MULTILINESTRING ((775619.949611371 80294.0317127738,775653.696374675 80292.7242170233))","1902",
"MULTILINESTRING ((731204.998673427 76493.6696932483,731174.034106536 76513.782868321,731170.244210606 76515.996765548))","1920",
"MULTILINESTRING ((776466.085318952 77510.3708299477,776480.682204014 77498.5365440912))","1924",
"MULTILINESTRING ((776132.358904094 78467.8460546755,776141.934793372 78471.2823517035))","1925",
"MULTILINESTRING ((773043.657076615 80854.530083337,773037.411181866 80873.3324621923))","1926",
"MULTILINESTRING ((771132.965018959 82595.7025118653,771150.573301577 82573.4754377612,771132.214324169 82543.7055689069,771071.712585859 82596.8855053944,771073.599882889 82607.6176937668,771093.079160068 82625.5507757154,771093.524559572 82625.6615756304))","1954",
"MULTILINESTRING ((771760.17516399 83410.629270103,771760.50996372 83409.5231713454,771778.590049804 83340.6099485456,771783.944245246 83325.3458657595,771771.270062394 83286.6178072046,771738.541400194 83262.9243304391,771644.013206985 83222.6015666894,771662.193591272 83173.4915221571,771561.204204839 83136.594854104,771556.860409523 83137.3668528879,771528.011040257 83146.9756398898,771435.984835286 83213.1922593707,771409.332359011 83277.1220869035,771393.728474181 83299.4608610468,771336.788931742 83354.9657952549,771298.802971792 83372.6454726131,771256.598118446 83366.8689753734,771247.578828518 83364.4300772866,771243.458433056 83364.0958773028,771239.671637152 83364.6468763778,771237.999338705 83367.8542727124,771239.225037468 83366.6380741525,771236.105640702 83368.7382715803,771216.064363358 83360.0978793688,771214.395365408 83357.4417821445))","1961",
"MULTILINESTRING ((735072.492389652 73336.6972235611,735070.709491594 73337.3546226935,735070.273192481 73331.9403287251,735098.109662516 73317.2392472543,735100.929364442 73248.7751241492,735142.675117944 73247.800928332,735173.974284174 73232.3318479781,735098.309377536 73111.4073778161,735097.974478098 73108.8577806469,735090.522187214 73098.0168922383,735000.737699735 72930.8527728384,734991.343322232 72768.0337545185,734975.984939923 72760.5084618141,734888.150159935 72461.5044902621,734896.71975075 72456.4182965905,734891.498457443 72444.5866094587,734884.702664758 72448.2272048804,734832.444937064 72257.6333145303,734782.655207368 72056.4255362569,734794.007095256 72048.9023455171,734791.229398987 72040.2792549704,734992.147183474 71922.4564016567,734989.58258667 71917.9220065477,734996.82657888 71913.9385115392,734999.494375668 71917.1473081399,735249.186307581 71774.6841859573,735219.485044828 71718.3697468476,735236.744426126 71710.8582565205,735249.10261261 71707.2106615096,735254.218805617 71724.7997421875))","1981",
"MULTILINESTRING ((773508.801793874 81745.2644454255,773516.807583184 81768.3911207383,773524.049775759 81762.6422276527))","1982",
"MULTILINESTRING ((743288.327436054 69399.6271251161,743313.942608439 69388.3546395386,743317.720903959 69392.3429353685,743321.285199841 69394.550933167,743324.066796776 69394.2275337291))","1983",
"MULTILINESTRING ((764818.73380474 95512.0675333774,764801.256624729 95503.6463410675,764781.994146343 95498.8774445629,764780.433347775 95501.973541001))","1984",
"MULTILINESTRING ((777090.841768751 75906.376535454,777090.62467007 75892.9950500714,777089.307974329 75858.0336881998,777112.371350069 75847.4185016728,777109.717956963 75797.851155668,777106.843263105 75760.5707962066,777103.288868773 75738.3314202415,777080.485498336 75679.7954824162,777021.793561995 75683.0756740925,776928.01626327 75693.8766547094,776910.081882583 75696.6309502498,776871.767523864 75702.2492410126,776833.451264854 75711.5211277789,776828.77376987 75712.5203263081,776783.663118495 75718.9140156735,776705.140803343 75727.4974999477,776683.199526674 75734.5708904394,776655.793755417 75748.383173119,776627.59818416 75772.8223441091,776508.257603979 75899.2112962031,776470.386545483 75896.2055964323,776462.483454676 75889.0147036616,776407.266917852 75851.6981400284,776360.725270532 75827.3407629203,776336.331796979 75828.9880591499,776324.749410011 75823.8909637913,776271.822363787 75872.2052066565,776235.271900156 75915.0010568775,776222.470615119 75902.4939695286,776209.8807279 75914.1069558047,776214.54662109 75935.4656328103,776194.701039939 75969.8593935745))","1992",
"MULTILINESTRING ((765782.217609706 93718.8500001627,765785.11110514 93734.1238835761))","1993",
"MULTILINESTRING ((774070.340265818 81921.5886993949,774069.322965538 81938.0757812338))","1995",
"MULTILINESTRING ((722262.04503568 69096.152967141,722259.018839317 69092.7536707635))","1999",
"MULTILINESTRING ((763751.526598404 85107.0486217838,763822.3957168 85150.9149794199,763941.811090401 85094.456151873,763952.612578825 85091.0312565699,764058.974863304 85075.3826828874,764124.677491015 85076.6339870997,764182.139127956 85075.8870928163,764251.415052906 85063.5374123356,764260.881542762 85060.5570164296,764297.410003201 85053.9381268389,764354.653841306 85042.360744483,764429.275461392 85018.2842773887,764500.232086025 84988.1231166915,764495.673691956 84977.27162827,764505.700981299 84973.076733751,764509.363976447 84982.814923323,764529.97785441 84975.7422328775,764599.116377061 84992.3786204171,764726.278634868 85022.2050983562,764766.139290217 85032.5199903779,764775.601479411 85037.3932858099,764771.366483062 85049.1114725282,764738.260514074 85111.8220005612,764709.713240675 85167.5622366639,764603.235654429 85204.8896864217,764561.341597265 85242.1513417583,764561.427993252 85288.0598911389,764636.19320089 85408.1351651038,764635.605697338 85457.2516108905,764610.978120928 85497.7219641563,764598.387333501 85512.4304468596,764607.624122738 85519.631139708,764521.264609123 85618.6972230707,764537.832588048 85652.3381873875,764551.41607204 85665.0677745101,764574.018846511 85673.2680674012,764621.783992931 85686.3506570604,764651.95135826 85704.2915398571,764703.805294563 85783.0819574097,764716.360776649 85831.2137054086,764727.046864676 85833.9829032699,764667.155815812 86004.7594098043,764682.498895743 86042.2663697588,764827.339029784 86122.4445937743,764920.342131451 86078.1370506205,765016.981721446 86123.3214090979,765061.63757255 86121.6868147364,765062.428172669 86110.1892274816,765070.671463796 86108.0890305056,765073.671459657 86117.9382199057,765108.412321327 86120.0534205576,765146.486378073 86136.8955052604,765245.199058817 86263.2814744069,765361.685231581 86255.6046928905,765379.275011467 86264.9057841507,765385.283604471 86269.5641795335,765394.968793257 86276.310772928,765411.672674249 86284.0629658195,765438.142840683 86336.41261039,765439.007434952 86391.9467492467,765377.274697653 86450.8764789647,765372.142102068 86465.032762916))","2020",
"MULTILINESTRING ((709828.470988018 71453.433730234,709821.897594698 71464.2674174694,709816.001401602 71460.9467208284,709804.984214692 71451.9882302345,709802.196418258 71446.1194367072,709799.976520951 71443.4675395639,709795.525425999 71443.354639381,709744.215986613 71406.7299774017,709724.288610025 71394.3385900866,709706.814530501 71384.2653003091,709666.186978526 71354.8379309014,709660.066885698 71351.2945344989,709626.335724246 71345.8593383194,709623.665226952 71350.3911329846,709608.964542892 71360.3412206557,709598.499953979 71371.1736076194,709591.485462432 71363.7645155466,709591.485562447 71363.5420157998))","2022",
"MULTILINESTRING ((763868.798666867 92009.1743143241,763868.772666911 92009.0403144699,763868.306667459 92008.6113149002,763867.523668395 92007.7503157814,763868.122667787 92007.1903164533,763868.397667481 92007.2563164064),(763868.397667481 92007.2563164064,763868.200667718 92007.0133166565,763880.61365524 91993.9322322095,763880.671655164 91994.0682320646,763903.752628618 92007.1072197355,763927.905702335 92004.0352252889,763982.803642723 91995.668139441,763984.313741167 91994.5321408308,764005.06671878 91989.6721480542,764005.106718728 91989.7831479353,764044.505674884 91995.6761449579,764087.124726488 92012.836129829,764120.434788637 92026.562117661,764154.772749639 92040.4790053742,764173.331828576 92047.8439989061,764175.93982628 92041.4720061727,764190.094810217 92047.073001258,764187.624812372 92053.3319941292,764215.364880851 92064.7719839855,764236.909855703 92081.0719679244,764290.744892924 92121.2039284506,764326.157951608 92147.8139022535,764361.239010728 92173.6178769189,764367.187003801 92177.9568726624,764389.241979084 92183.2418688069,764415.346050623 92180.6298740306,764470.313990447 92177.8798819961,764530.340024856 92173.5377921732,764572.436079096 92167.8617022158,764598.82205109 92156.7287168693,764610.220040032 92140.3487359681,764626.474022461 92137.0696410442),(763868.397667481 92007.2563164064,763871.898663269 92011.2833122726))","2032",
